epoch,t_total_s,train_gpu,train_rmse,train_mae,train_er,val_rmse,val_mae,val_er,u_rmse,u_mae,u_er
85,80.061778,39.553259,3.93744e-02,5.25901e-03,1.42584e+01,3.89534e-02,5.17814e-03,1.46191e+01,3.93798e-02,5.23668e-03,1.54727e+01
86,80.829893,40.019409,3.84209e-02,4.98350e-03,1.39131e+01,3.80138e-02,4.90624e-03,1.42665e+01,3.84367e-02,4.96309e-03,1.51022e+01
87,81.547385,40.464919,3.74990e-02,4.72360e-03,1.35793e+01,3.71070e-02,4.64989e-03,1.39262e+01,3.75252e-02,4.70512e-03,1.47440e+01
88,82.271884,40.909154,3.66064e-02,4.47842e-03,1.32560e+01,3.62305e-02,4.40816e-03,1.35972e+01,3.66430e-02,4.46189e-03,1.43974e+01
89,83.007212,41.371283,3.57407e-02,4.24714e-03,1.29425e+01,3.53819e-02,4.18022e-03,1.32788e+01,3.57876e-02,4.23253e-03,1.40613e+01
90,83.738227,41.831254,3.48995e-02,4.02895e-03,1.26379e+01,3.45588e-02,3.96530e-03,1.29699e+01,3.49567e-02,4.01627e-03,1.37348e+01
91,84.462684,42.284797,3.40806e-02,3.82315e-03,1.23414e+01,3.37588e-02,3.76269e-03,1.26696e+01,3.41477e-02,3.81236e-03,1.34170e+01
92,85.206743,42.757528,3.32817e-02,3.62903e-03,1.20521e+01,3.29795e-02,3.57171e-03,1.23772e+01,3.33585e-02,3.62012e-03,1.31069e+01
93,85.943471,43.223361,3.25008e-02,3.44597e-03,1.17693e+01,3.22189e-02,3.39169e-03,1.20917e+01,3.25870e-02,3.43890e-03,1.28038e+01
94,86.890372,43.714356,3.17360e-02,3.27334e-03,1.14924e+01,3.14751e-02,3.22200e-03,1.18126e+01,3.18313e-02,3.26809e-03,1.25068e+01
95,87.636681,44.162246,3.09858e-02,3.11055e-03,1.12207e+01,3.07463e-02,3.06204e-03,1.15390e+01,3.10898e-02,3.10706e-03,1.22155e+01
96,88.382028,44.620238,3.02487e-02,2.95697e-03,1.09538e+01,3.00312e-02,2.91122e-03,1.12706e+01,3.03610e-02,2.95521e-03,1.19291e+01
97,89.150465,45.088000,2.95238e-02,2.81203e-03,1.06912e+01,2.93284e-02,2.76898e-03,1.10069e+01,2.96438e-02,2.81194e-03,1.16474e+01
98,89.885196,45.532432,2.88101e-02,2.67520e-03,1.04328e+01,2.86372e-02,2.63478e-03,1.07475e+01,2.89375e-02,2.67671e-03,1.13698e+01
99,90.620138,45.983178,2.81070e-02,2.54594e-03,1.01782e+01,2.79569e-02,2.50808e-03,1.04922e+01,2.82412e-02,2.54900e-03,1.10963e+01
100,91.394284,46.465307,2.74142e-02,2.42378e-03,9.92731e+00,2.72869e-02,2.38841e-03,1.02407e+01,2.75548e-02,2.42832e-03,1.08265e+01
101,92.211663,46.965778,2.67315e-02,2.30829e-03,9.68008e+00,2.66270e-02,2.27531e-03,9.99309e+00,2.68779e-02,2.31421e-03,1.05606e+01
102,93.007235,47.455892,2.60589e-02,2.19902e-03,9.43652e+00,2.59773e-02,2.16838e-03,9.74923e+00,2.62106e-02,2.20627e-03,1.02984e+01
103,93.764634,47.940416,2.53965e-02,2.09558e-03,9.19666e+00,2.53376e-02,2.06720e-03,9.50916e+00,2.55530e-02,2.10406e-03,1.00400e+01
104,94.502390,48.401454,2.47446e-02,1.99756e-03,8.96061e+00,2.47082e-02,1.97137e-03,9.27296e+00,2.49054e-02,2.00717e-03,9.78557e+00
105,95.260580,48.887852,2.41036e-02,1.90459e-03,8.72847e+00,2.40894e-02,1.88054e-03,9.04071e+00,2.42680e-02,1.91523e-03,9.53515e+00
106,96.052793,49.402781,2.34738e-02,1.81631e-03,8.50041e+00,2.34814e-02,1.79436e-03,8.81253e+00,2.36414e-02,1.82789e-03,9.28894e+00
107,96.897828,49.918234,2.28557e-02,1.73241e-03,8.27657e+00,2.28846e-02,1.71252e-03,8.58855e+00,2.30259e-02,1.74484e-03,9.04710e+00
108,97.671462,50.419865,2.22497e-02,1.65258e-03,8.05712e+00,2.22993e-02,1.63471e-03,8.36891e+00,2.24220e-02,1.66577e-03,8.80983e+00
109,98.465021,50.938751,2.16563e-02,1.57658e-03,7.84223e+00,2.17260e-02,1.56066e-03,8.15374e+00,2.18302e-02,1.59043e-03,8.57730e+00
110,99.264183,51.466836,2.10759e-02,1.50417e-03,7.63208e+00,2.11650e-02,1.49014e-03,7.94320e+00,2.12510e-02,1.51859e-03,8.34971e+00
111,100.033420,51.964849,2.05091e-02,1.43515e-03,7.42682e+00,2.06166e-02,1.42297e-03,7.73739e+00,2.06847e-02,1.45007e-03,8.12723e+00
112,100.846539,52.481971,1.99562e-02,1.36935e-03,7.22660e+00,2.00812e-02,1.35895e-03,7.53645e+00,2.01319e-02,1.38469e-03,7.91004e+00
113,101.671551,53.000236,1.94176e-02,1.30664e-03,7.03155e+00,1.95591e-02,1.29796e-03,7.34048e+00,1.95930e-02,1.32232e-03,7.69827e+00
114,102.491208,53.499329,1.88935e-02,1.24687e-03,6.84179e+00,1.90503e-02,1.23985e-03,7.14956e+00,1.90681e-02,1.26281e-03,7.49206e+00
115,103.274821,53.987507,1.83844e-02,1.18993e-03,6.65741e+00,1.85552e-02,1.18448e-03,6.96375e+00,1.85577e-02,1.20605e-03,7.29151e+00
116,104.056024,54.497049,1.78902e-02,1.13569e-03,6.47846e+00,1.80739e-02,1.13173e-03,6.78309e+00,1.80619e-02,1.15194e-03,7.09669e+00
117,104.826950,54.992006,1.74111e-02,1.08405e-03,6.30497e+00,1.76062e-02,1.08151e-03,6.60757e+00,1.75807e-02,1.10036e-03,6.90764e+00
118,105.597585,55.486847,1.69471e-02,1.03491e-03,6.13692e+00,1.71521e-02,1.03369e-03,6.43715e+00,1.71142e-02,1.05121e-03,6.72433e+00
119,106.363222,55.948236,1.64979e-02,9.88166e-04,5.97426e+00,1.67114e-02,9.88206e-04,6.27177e+00,1.66621e-02,1.00442e-03,6.54671e+00
120,107.148931,56.433796,1.60632e-02,9.43752e-04,5.81687e+00,1.62839e-02,9.44982e-04,6.11131e+00,1.62243e-02,9.59914e-04,6.37467e+00
121,107.902640,56.889102,1.56428e-02,9.01616e-04,5.66461e+00,1.58690e-02,9.03957e-04,5.95560e+00,1.58002e-02,9.17631e-04,6.20806e+00
122,108.671770,57.328311,1.52359e-02,8.61687e-04,5.51728e+00,1.54662e-02,8.65053e-04,5.80444e+00,1.53894e-02,8.77501e-04,6.04666e+00
123,109.451932,57.785303,1.48420e-02,8.23903e-04,5.37463e+00,1.50749e-02,8.28198e-04,5.65760e+00,1.49913e-02,8.39465e-04,5.89021e+00
